sexo,edad,lengua_materna,identificacion_etnic,nacionalidad_indigena,provincia_labora,canton_labora,jurisdiccion_labora,Fecha registro,RMU,Modalidad laboral,Estado,Carrera,Título,Nivel
HOMBRE,41,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,-,-,-,EIB,0,Sin título
MUJER,39,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,07/20/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,03/20/2014,-,-,-,EIB,PROFESOR DE EDUCACION INFANTIL COMUNITARIA- TECNOLOGO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,41,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,0,Sin título
HOMBRE,38,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CUYABENO,BILINGUE,02/14/2011,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,45,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,07/20/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,07/07/2006,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,43,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,0,Sin título
HOMBRE,48,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,0,-,-,-,EIB,0,Sin título
MUJER,30,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,32,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,34,"KICHWA, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,ESPAÑOL,INDIGENA,SHUAR,MORONA SANTIAGO,SUCÚA,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,29,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,-,-,-,EIB,0,Sin título
MUJER,56,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,09/09/2021,-,-,-,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,38,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,37,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,51,ESPAÑOL,INDIGENA,KICHWA,AZUAY,CUENCA,HISPANO,02/15/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,39,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PABLO SEXTO,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,60,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,-,-,-,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,"KICHWA, ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,36,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,HISPANO,09/07/2010,-,-,-,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,AZUAY,SIGSIG,BILINGUE,08/25/2022,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN TECNOLOGIA E INNOVACION EDUCATIVA,Cuarto Nivel
MUJER,37,KICHWA,INDIGENA,KICHWA,AZUAY,CUENCA,BILINGUE,10/24/2022,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN EDUCACION BASICA,Cuarto Nivel
MUJER,37,ESPAÑOL,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,02/16/2021,-,-,-,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,SHUAR CHICHAM,INDIGENA,SHUAR,PASTAZA,PASTAZA,BILINGUE,07/23/2014,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,0,Sin título
HOMBRE,56,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,HISPANO,0,-,-,-,EB,0,Sin título
HOMBRE,41,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,04/26/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,39,ESPAÑOL,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,04/12/2017,986,NOMBRAMIENTO,ACTIVO,EIB,TECNOLOGO EN ARTES DE LA IMAGEN MENCION IMAGEN VISUAL,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,0,-,-,-,EIB,0,Sin título
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,08/09/2022,-,-,-,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,-,-,-,EIB,0,Sin título
HOMBRE,36,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TIWINTZA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,35,KICHWA,INDIGENA,KICHWA,PASTAZA,ARAJUNO,BILINGUE,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,0,Sin título
HOMBRE,30,ESPAÑOL,INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,34,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,39,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,48,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,31,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,56,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,07/30/2013,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,02/14/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,KICHWA,MESTIZO,KICHWA,ORELLANA,AGUARICO,BILINGUE,02/06/2007,986,NOMBRAMIENTO,ACTIVO,EIB,TECNOLOGO EN DESARROLLO INTEGRAL COMUNITARIO,Tercer Nivel Técnico o Tecnólogo
MUJER,36,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,COLTA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,11/14/2011,-,-,-,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,38,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,36,SHUAR CHICHAM,MESTIZO,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,"ESPAÑOL, SHUAR CHICHAM",MESTIZO,SHUAR,MORONA SANTIAGO,LIMÓN INDANZA,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,35,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/30/2015,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,46,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,31,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,37,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,MESTIZO,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,04/18/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,31,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,34,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,31,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,33,ESPAÑOL,INDIGENA,KICHWA,MORONA SANTIAGO,MORONA,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,55,SHUAR CHICHAM,MESTIZO,SHUAR,MORONA SANTIAGO,TAISHA,HISPANO,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,44,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,50,ACHUAR,INDIGENA,ACHUAR,PASTAZA,PASTAZA,HISPANO,07/22/2014,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,44,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,"INGLES, KICHWA",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,39,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,03/22/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,34,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,04/09/2023,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,PROFESOR DE EDUCACION PRIMARIA-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,52,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,02/25/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,41,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,39,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,38,ESPAÑOL,INDIGENA,KICHWA,AZUAY,CUENCA,BILINGUE,08/25/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,MAGISTER EN EDUCACION MENCIÓN EN EDUCACION INTERCULTURAL,Cuarto Nivel
MUJER,38,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,41,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,"KICHWA, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,SUCÚA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,"INGLES, KICHWA, ESPAÑOL",INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,39,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,40,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,38,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,ESPAÑOL,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,HISPANO,02/15/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,43,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,"ACHUAR, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
