sexo,edad,lengua_materna,identificacion_etnic,nacionalidad_indigena,provincia_labora,canton_labora,jurisdiccion_labora,Fecha registro,RMU,Modalidad laboral,Estado,Carrera,Título,Nivel
HOMBRE,59,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,-,-,-,EIB,0,Sin título
HOMBRE,49,KICHWA,MESTIZO,KICHWA,PASTAZA,ARAJUNO,BILINGUE,0,527,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
MUJER,41,KICHWA,MESTIZO,KICHWA,ORELLANA,ORELLANA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,54,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,46,ACHUAR,INDIGENA,ACHUAR,PASTAZA,PASTAZA,BILINGUE,08/16/2010,817,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,43,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,47,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TIWINTZA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,"INGLES, KICHWA",INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,12/19/2023,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN TECNOLOGIA E INNOVACION EDUCATIVA,Cuarto Nivel
HOMBRE,51,KICHWA,INDIGENA,KICHWA,CAÑAR,EL TAMBO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,CUYABENO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TIWINTZA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,51,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/16/2007,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,55,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,PASTAZA,SANTA CLARA,HISPANO,01/30/2009,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,47,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,38,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,04/04/2006,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,45,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/20/2010,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,04/19/2007,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,53,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,GONZALO PIZARRO,BILINGUE,0,527,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
MUJER,41,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,AGUARICO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,42,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,49,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,53,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,43,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,30,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,53,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,02/14/2011,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,49,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/22/2006,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,46,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,53,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,30,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,SUCUMBÍOS,GONZALO PIZARRO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,COLTA,BILINGUE,11/19/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,57,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/22/2006,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACIÓN PRE-PRIMARIA - NIVEL TECNOLÓGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,60,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,09/06/2005,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRE-PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,46,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,ORELLANA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,50,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,59,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,47,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,03/26/2023,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN EDUCACION BASICA,Cuarto Nivel
HOMBRE,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,51,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,02/16/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,48,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,62,ESPAÑOL,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,55,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,02/16/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,47,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,HISPANO,02/08/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION,Tercer Nivel Grado
MUJER,44,SECOYA O PAICOCA,INDIGENA,SECOYA,SUCUMBÍOS,PUTUMAYO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,51,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,10/07/2009,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PABLO SEXTO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
MUJER,29,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,03/21/2024,817,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,49,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,PASTAZA,SANTA CLARA,BILINGUE,07/29/2014,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,52,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,45,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,09/03/2014,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,PROFESOR DE EDUCACION INFANTIL COMUNITARIA- TECNOLOGO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,49,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,40,KICHWA,INDIGENA,KICHWA,PASTAZA,MERA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,52,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,45,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,02/16/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,ACHUAR,INDIGENA,ACHUAR,PASTAZA,PASTAZA,BILINGUE,09/14/2012,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,KICHWA,INDIGENA,KICHWA,AZUAY,NABÓN,BILINGUE,02/16/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,KICHWA,INDIGENA,KICHWA,AZUAY,GUALACEO,BILINGUE,02/16/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PALORA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,HISPANO,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,55,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,08/06/2010,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,53,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/16/2007,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,49,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,CASCALES,BILINGUE,0,-,-,-,EIB,0,Sin título
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,10/08/2002,817,CONTRATOS OCASIONALES,ACTIVO,EIB,TECNOLOGO EN CONTABILIDAD,Tercer Nivel Técnico o Tecnólogo
HOMBRE,40,KICHWA,INDIGENA,KICHWA,ORELLANA,AGUARICO,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,09/06/2005,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRE-PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,50,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,43,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,57,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/21/2024,817,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,48,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,02/18/2015,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,46,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LIMÓN INDANZA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,50,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,49,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,46,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,45,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,54,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,12/22/2022,817,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
